service_id,date,exception_type
38,20240202,1
38,20240209,1
38,20240216,1
38,20240223,1
38,20240301,1
38,20240308,1
38,20240315,1
38,20240322,1
38,20240329,1
39,20231007,1
39,20231014,1
39,20231021,1
39,20231028,1
39,20231104,1
39,20231111,1
39,20231118,1
39,20231123,1
39,20231125,1
39,20231202,1
39,20231209,1
39,20231216,1
39,20231223,1
39,20231224,1
39,20231230,1
39,20231231,1
39,20240106,1
39,20240113,1
39,20240114,1
39,20240120,1
39,20240127,1
39,20240203,1
39,20240210,1
39,20240217,1
39,20240218,1
39,20240224,1
39,20240302,1
39,20240309,1
39,20240316,1
39,20240323,1
40,20231003,1
40,20231004,1
40,20231005,1
40,20231006,1
40,20231009,1
40,20231010,1
40,20231011,1
40,20231012,1
40,20231013,1
40,20231016,1
40,20231017,1
40,20231018,1
40,20231019,1
40,20231020,1
40,20231023,1
40,20231024,1
40,20231025,1
40,20231026,1
40,20231027,1
40,20231030,1
40,20231031,1
40,20231101,1
40,20231102,1
40,20231103,1
40,20231106,1
40,20231107,1
40,20231108,1
40,20231109,1
40,20231110,1
40,20231113,1
40,20231114,1
40,20231115,1
40,20231116,1
40,20231117,1
40,20231120,1
40,20231121,1
40,20231127,1
40,20231128,1
40,20231129,1
40,20231130,1
40,20231201,1
40,20231204,1
40,20231207,1
40,20231208,1
40,20231211,1
40,20231212,1
40,20231213,1
40,20231214,1
40,20231215,1
40,20231218,1
40,20231219,1
40,20231220,1
40,20231221,1
40,20231226,1
40,20231227,1
40,20231228,1
40,20231229,1
40,20240102,1
40,20240103,1
40,20240104,1
40,20240105,1
40,20240108,1
40,20240109,1
40,20240110,1
40,20240111,1
40,20240112,1
40,20240116,1
40,20240117,1
40,20240118,1
40,20240119,1
40,20240122,1
40,20240123,1
40,20240124,1
40,20240125,1
40,20240126,1
40,20240129,1
40,20240130,1
40,20240131,1
40,20240201,1
40,20240202,1
40,20240205,1
40,20240206,1
40,20240207,1
40,20240208,1
40,20240209,1
40,20240212,1
40,20240213,1
40,20240214,1
40,20240215,1
40,20240216,1
40,20240220,1
40,20240221,1
40,20240222,1
40,20240223,1
40,20240226,1
40,20240227,1
40,20240228,1
40,20240229,1
40,20240301,1
40,20240304,1
40,20240305,1
40,20240306,1
40,20240307,1
40,20240308,1
40,20240311,1
40,20240312,1
40,20240313,1
40,20240314,1
40,20240315,1
40,20240318,1
40,20240319,1
40,20240320,1
40,20240321,1
40,20240322,1
40,20240325,1
40,20240326,1
40,20240327,1
40,20240328,1
40,20240329,1
41,20231007,1
41,20231014,1
41,20231021,1
41,20231028,1
41,20231104,1
41,20231111,1
41,20231118,1
41,20231125,1
41,20231202,1
41,20231209,1
41,20231216,1
41,20231223,1
41,20231230,1
41,20240106,1
41,20240113,1
41,20240120,1
41,20240127,1
41,20240203,1
41,20240210,1
41,20240217,1
41,20240224,1
41,20240302,1
41,20240309,1
41,20240316,1
41,20240323,1
42,20231002,1
42,20231003,1
42,20231004,1
42,20231005,1
42,20231006,1
42,20231009,1
42,20231010,1
42,20231011,1
42,20231012,1
42,20231013,1
42,20231016,1
42,20231017,1
42,20231018,1
42,20231019,1
42,20231020,1
42,20231023,1
42,20231024,1
42,20231025,1
42,20231026,1
42,20231027,1
42,20231030,1
42,20231031,1
42,20231101,1
42,20231102,1
42,20231103,1
42,20231106,1
42,20231107,1
42,20231108,1
42,20231109,1
42,20231110,1
42,20231113,1
42,20231114,1
42,20231115,1
42,20231116,1
42,20231117,1
42,20231120,1
42,20231121,1
42,20231122,1
42,20231123,1
42,20231124,1
42,20231127,1
42,20231128,1
42,20231129,1
42,20231130,1
42,20231201,1
42,20231204,1
42,20231205,1
42,20231206,1
42,20231207,1
42,20231208,1
42,20231211,1
42,20231212,1
42,20231213,1
42,20231214,1
42,20231215,1
42,20231218,1
42,20231219,1
42,20231220,1
42,20231221,1
42,20231222,1
42,20231225,1
42,20231226,1
42,20231227,1
42,20231228,1
42,20231229,1
42,20240101,1
42,20240102,1
42,20240103,1
42,20240104,1
42,20240105,1
42,20240108,1
42,20240109,1
42,20240110,1
42,20240111,1
42,20240112,1
42,20240115,1
42,20240116,1
42,20240117,1
42,20240118,1
42,20240119,1
42,20240122,1
42,20240123,1
42,20240124,1
42,20240125,1
42,20240126,1
42,20240129,1
42,20240130,1
42,20240131,1
42,20240201,1
42,20240202,1
42,20240205,1
42,20240206,1
42,20240207,1
42,20240208,1
42,20240209,1
42,20240212,1
42,20240213,1
42,20240214,1
42,20240215,1
42,20240216,1
42,20240219,1
42,20240220,1
42,20240221,1
42,20240222,1
42,20240223,1
42,20240226,1
42,20240227,1
42,20240228,1
42,20240229,1
42,20240301,1
42,20240304,1
42,20240305,1
42,20240306,1
42,20240307,1
42,20240308,1
42,20240311,1
42,20240312,1
42,20240313,1
42,20240314,1
42,20240315,1
42,20240318,1
42,20240319,1
42,20240320,1
42,20240321,1
42,20240322,1
42,20240325,1
42,20240326,1
42,20240327,1
42,20240328,1
42,20240329,1
43,20231006,1
43,20231007,1
43,20231008,1
43,20231013,1
43,20231014,1
43,20231015,1
43,20231020,1
43,20231021,1
43,20231022,1
43,20231027,1
43,20231028,1
43,20231029,1
43,20231103,1
43,20231104,1
43,20231105,1
43,20231110,1
43,20231111,1
43,20231112,1
43,20231117,1
43,20231118,1
43,20231119,1
43,20231122,1
43,20231123,1
43,20231124,1
43,20231125,1
43,20231126,1
43,20231201,1
43,20231202,1
43,20231203,1
43,20231208,1
43,20231209,1
43,20231210,1
43,20231215,1
43,20231216,1
43,20231217,1
43,20231222,1
43,20231223,1
43,20231224,1
43,20231225,1
43,20231229,1
43,20231230,1
43,20240101,1
43,20240105,1
43,20240106,1
43,20240107,1
43,20240112,1
43,20240113,1
43,20240114,1
43,20240115,1
43,20240119,1
43,20240120,1
43,20240121,1
43,20240126,1
43,20240127,1
43,20240128,1
43,20240202,1
43,20240203,1
43,20240204,1
43,20240209,1
43,20240210,1
43,20240211,1
43,20240216,1
43,20240217,1
43,20240218,1
43,20240219,1
43,20240223,1
43,20240224,1
43,20240225,1
43,20240301,1
43,20240302,1
43,20240303,1
43,20240308,1
43,20240309,1
43,20240310,1
43,20240315,1
43,20240316,1
43,20240317,1
43,20240322,1
43,20240323,1
43,20240324,1
43,20240329,1
44,20231002,1
44,20231003,1
44,20231004,1
44,20231005,1
44,20231006,1
44,20231009,1
44,20231010,1
44,20231011,1
44,20231012,1
44,20231013,1
44,20231016,1
44,20231017,1
44,20231018,1
44,20231019,1
44,20231020,1
44,20231023,1
44,20231024,1
44,20231025,1
44,20231026,1
44,20231027,1
44,20231030,1
44,20231031,1
44,20231101,1
44,20231102,1
44,20231103,1
44,20231106,1
44,20231107,1
44,20231108,1
44,20231109,1
44,20231110,1
44,20231113,1
44,20231114,1
44,20231115,1
44,20231116,1
44,20231117,1
44,20231120,1
44,20231121,1
44,20231122,1
44,20231127,1
44,20231129,1
44,20231130,1
44,20231201,1
44,20231204,1
44,20231207,1
44,20231208,1
44,20231211,1
44,20231212,1
44,20231213,1
44,20231214,1
44,20231215,1
45,20231014,1
45,20231021,1
45,20231028,1
45,20231104,1
45,20231111,1
45,20231118,1
45,20231125,1
45,20231202,1
45,20231209,1
45,20231216,1
45,20231223,1
45,20231230,1
45,20240106,1
45,20240113,1
45,20240120,1
45,20240127,1
45,20240203,1
45,20240210,1
45,20240217,1
45,20240224,1
45,20240302,1
45,20240309,1
45,20240316,1
45,20240323,1
46,20231002,1
46,20231003,1
46,20231004,1
46,20231005,1
46,20231006,1
46,20231007,1
46,20231008,1
46,20231009,1
46,20231010,1
46,20231011,1
46,20231012,1
46,20231013,1
46,20231015,1
46,20231022,1
46,20231029,1
46,20231105,1
46,20231112,1
46,20231119,1
46,20231126,1
46,20231203,1
46,20231210,1
46,20231217,1
46,20231224,1
46,20231231,1
46,20240107,1
46,20240114,1
46,20240121,1
46,20240128,1
46,20240204,1
46,20240211,1
46,20240218,1
46,20240225,1
46,20240303,1
46,20240310,1
46,20240317,1
46,20240324,1
47,20231016,1
47,20231017,1
47,20231018,1
47,20231019,1
47,20231020,1
47,20231023,1
47,20231024,1
47,20231025,1
47,20231026,1
47,20231027,1
47,20231030,1
47,20231031,1
47,20231101,1
47,20231102,1
47,20231103,1
47,20231106,1
47,20231107,1
47,20231108,1
47,20231109,1
47,20231110,1
47,20231113,1
47,20231114,1
47,20231115,1
47,20231116,1
47,20231117,1
47,20231120,1
47,20231121,1
47,20231122,1
47,20231123,1
47,20231124,1
47,20231127,1
47,20231128,1
47,20231129,1
47,20231130,1
47,20231201,1
47,20231204,1
47,20231205,1
47,20231206,1
47,20231207,1
47,20231208,1
47,20231211,1
47,20231212,1
47,20231213,1
47,20231214,1
47,20231215,1
47,20231218,1
47,20231219,1
47,20231220,1
47,20231221,1
47,20231222,1
47,20231225,1
47,20231226,1
47,20231227,1
47,20231228,1
47,20231229,1
47,20240101,1
47,20240102,1
47,20240103,1
47,20240104,1
47,20240105,1
47,20240108,1
47,20240109,1
47,20240110,1
47,20240111,1
47,20240112,1
47,20240115,1
47,20240116,1
47,20240117,1
47,20240118,1
47,20240119,1
47,20240122,1
47,20240123,1
47,20240124,1
47,20240125,1
47,20240126,1
47,20240129,1
47,20240130,1
47,20240131,1
47,20240201,1
47,20240202,1
47,20240205,1
47,20240206,1
47,20240207,1
47,20240208,1
47,20240209,1
47,20240212,1
47,20240213,1
47,20240214,1
47,20240215,1
47,20240216,1
47,20240219,1
47,20240220,1
47,20240221,1
47,20240222,1
47,20240223,1
47,20240226,1
47,20240227,1
47,20240228,1
47,20240229,1
47,20240301,1
47,20240304,1
47,20240305,1
47,20240306,1
47,20240307,1
47,20240308,1
47,20240311,1
47,20240312,1
47,20240313,1
47,20240314,1
47,20240315,1
47,20240318,1
47,20240319,1
47,20240320,1
47,20240321,1
47,20240322,1
47,20240325,1
47,20240326,1
47,20240327,1
47,20240328,1
47,20240329,1
